mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,striker,non-striker,total
9,2008-05-23,M. Chinnaswamy Stadium,Rajasthan Royals,Lucknow Super Giants,KL Rahul,A Nehra,158,4,15.6,1,0,188
9,2008-04-24,M. Chinnaswamy Stadium,Rajasthan Royals,Lucknow Super Giants,RG Sharma,A Nehra,131,2,15.6,1,0,188
9,2008-05-16,M. Chinnaswamy Stadium,Rajasthan Royals,Lucknow Super Giants,Faf du Plessis,K Rabada,144,2,16.4,0,1,188
9,2008-05-29,M. Chinnaswamy Stadium,Rajasthan Royals,Lucknow Super Giants,SR Watson,Rashid Khan,140,6,17.2,0,1,188
9,2008-04-21,M. Chinnaswamy Stadium,Rajasthan Royals,Lucknow Super Giants,DA Warner,S Goswami,157,3,17.5,1,0,188
10,2008-04-23,Wankhede Stadium,Punjab Kings,Mumbai Indians,Faf du Plessis,SP Narine,10,0,1.2,0,1,152
10,2008-04-05,Wankhede Stadium,Punjab Kings,Mumbai Indians,Faf du Plessis,S Goswami,22,2,2.9,1,0,152
10,2008-04-11,Wankhede Stadium,Punjab Kings,Mumbai Indians,DA Warner,SP Narine,25,0,3.1,0,1,152
10,2008-05-26,Wankhede Stadium,Punjab Kings,Mumbai Indians,AT Rayudu,Harbhajan Singh,30,1,3.9,1,0,152
10,2008-05-08,Wankhede Stadium,Punjab Kings,Mumbai Indians,JC Buttler,Harbhajan Singh,41,4,5.6,0,1,152
10,2008-04-02,Wankhede Stadium,Punjab Kings,Mumbai Indians,HH Pandya,A Zampa,41,0,5.8,0,1,152
10,2008-04-25,Wankhede Stadium,Punjab Kings,Mumbai Indians,AB de Villiers,R Ashwin,55,0,7.0,1,0,152
10,2008-05-27,Wankhede Stadium,Punjab Kings,Mumbai Indians,M Vohra,UT Yadav,54,0,7.2,0,1,152
10,2008-05-18,Wankhede Stadium,Punjab Kings,Mumbai Indians,S Dhawan,UT Yadav,70,4,8.1,0,1,152
10,2008-05-20,Wankhede Stadium,Punjab Kings,Mumbai Indians,Faf du Plessis,IS Sodhi,59,1,8.5,1,0,152
10,2008-05-09,Wankhede Stadium,Punjab Kings,Mumbai Indians,MS Dhoni,S Goswami,62,2,9.3,0,1,152
10,2008-04-23,Wankhede Stadium,Punjab Kings,Mumbai Indians,D Padikkal,SP Narine,74,1,9.6,1,0,152
10,2008-04-13,Wankhede Stadium,Punjab Kings,Mumbai Indians,S Dhawan,IS Sodhi,77,1,9.7,1,0,152
10,2008-04-15,Wankhede Stadium,Punjab Kings,Mumbai Indians,Q de Kock,KC Sangakkara,68,0,10.0,0,1,152
10,2008-05-07,Wankhede Stadium,Punjab Kings,Mumbai Indians,JM Bairstow,Imran Tahir,78,4,10.3,0,1,152
10,2008-05-05,Wankhede Stadium,Punjab Kings,Mumbai Indians,JC Buttler,M Morkel,79,2,10.3,1,0,152
10,2008-05-21,Wankhede Stadium,Punjab Kings,Mumbai Indians,RR Pant,B Kumar,96,1,11.4,0,1,152
10,2008-05-10,Wankhede Stadium,Punjab Kings,Mumbai Indians,JP Duminy,PP Chawla,114,2,14.1,1,0,152
10,2008-05-21,Wankhede Stadium,Punjab Kings,Mumbai Indians,AT Rayudu,K Rabada,123,0,15.0,1,0,152
10,2008-05-15,Wankhede Stadium,Punjab Kings,Mumbai Indians,NJ Maddinson,Imran Tahir,116,2,15.9,0,1,152
10,2008-04-13,Wankhede Stadium,Punjab Kings,Mumbai Indians,KL Rahul,K Rabada,119,6,16.0,1,0,152
10,2008-05-24,Wankhede Stadium,Punjab Kings,Mumbai Indians,HH Pandya,S Goswami,108,3,16.2,1,0,152
10,2008-05-26,Wankhede Stadium,Punjab Kings,Mumbai Indians,JM Bairstow,MM Patel,136,4,17.0,0,1,152
10,2008-05-20,Wankhede Stadium,Punjab Kings,Mumbai Indians,FA du Plessis,A Zampa,144,3,17.9,0,1,152
10,2008-04-06,Wankhede Stadium,Punjab Kings,Mumbai Indians,PP Shaw,M Morkel,126,5,19.2,0,1,152
10,2008-05-13,Wankhede Stadium,Punjab Kings,Mumbai Indians,S Dhawan,A Zampa,151,6,19.2,1,0,152
10,2008-04-10,Wankhede Stadium,Punjab Kings,Mumbai Indians,DA Warner,Harbhajan Singh,151,4,19.5,1,0,152
11,2008-04-21,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,NJ Maddinson,A Zampa,10,0,1.4,0,1,148
11,2008-05-10,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,SK Raina,SL Malinga,12,0,1.6,1,0,148
11,2008-04-09,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,NJ Maddinson,B Kumar,12,1,2.0,1,0,148
11,2008-05-01,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,RG Sharma,YS Chahal,16,0,2.1,1,0,148
11,2008-05-02,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,JM Bairstow,M Morkel,15,0,2.2,0,1,148
11,2008-05-06,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,SR Watson,P Kumar,18,0,2.2,1,0,148
11,2008-04-20,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,SV Samson,A Zampa,18,0,2.3,1,0,148
11,2008-05-28,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,CH Gayle,JD Unadkat,27,2,3.6,0,1,148
11,2008-04-08,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,RG Sharma,IS Sodhi,39,3,5.7,1,0,148
11,2008-04-18,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,SR Watson,KC Sangakkara,39,1,5.7,0,1,148
11,2008-05-09,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,AM Rahane,UT Yadav,38,1,5.9,1,0,148
11,2008-05-28,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,HH Pandya,K Rabada,45,2,5.9,1,0,148
11,2008-05-11,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,MS Dhoni,Mohammed Shami,46,1,6.0,0,1,148
11,2008-05-28,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,V Kohli,S Goswami,52,0,6.2,1,0,148
11,2008-05-11,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,SS Iyer,P Kumar,51,1,6.4,0,1,148
11,2008-04-23,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,AB de Villiers,YS Chahal,56,4,7.6,1,0,148
11,2008-05-05,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,AB de Villiers,IS Sodhi,57,1,8.8,1,0,148
11,2008-05-12,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,KL Rahul,Rashid Khan,75,1,9.0,1,0,148
11,2008-05-26,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,JM Bairstow,JJ Bumrah,80,3,9.5,1,0,148
11,2008-05-02,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,JC Buttler,SL Malinga,70,0,10.3,0,1,148
11,2008-04-27,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,DA Warner,Z Khan,78,4,11.1,0,1,148
11,2008-04-07,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,RG Sharma,JJ Bumrah,89,1,11.6,1,0,148
11,2008-04-06,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,MS Dhoni,R Ashwin,89,2,13.5,1,0,148
11,2008-05-12,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,KA Pollard,K Rabada,96,1,13.6,1,0,148
11,2008-05-27,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,Q de Kock,Rashid Khan,101,1,14.9,0,1,148
11,2008-04-19,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,SS Iyer,R Ashwin,97,2,15.4,0,1,148
11,2008-04-22,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,NJ Maddinson,K Rabada,133,2,15.8,1,0,148
11,2008-04-28,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,SR Watson,K Rabada,147,4,18.1,0,1,148
11,2008-05-09,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,WP Saha,R Ashwin,147,3,18.2,1,0,148
11,2008-05-27,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,Devon Conway,K Rabada,115,3,18.2,1,0,148
11,2008-05-03,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,WP Saha,A Zampa,147,5,18.8,1,0,148
11,2008-04-29,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,AM Rahane,SL Malinga,132,4,19.2,0,1,148
11,2008-05-12,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,FA du Plessis,T Boult,122,3,19.3,1,0,148
11,2008-05-20,Dr. DY Patil Sports Academy,Punjab Kings,Gujarat Titans,JM Bairstow,SP Narine,143,2,19.6,0,1,148
12,2008-05-09,Eden Gardens,Mumbai Indians,Gujarat Titans,D Padikkal,UT Yadav,9,0,1.1,0,1,151
12,2008-04-27,Eden Gardens,Mumbai Indians,Gujarat Titans,SK Raina,A Zampa,8,0,1.1,1,0,151
12,2008-04-14,Eden Gardens,Mumbai Indians,Gujarat Titans,S Dhawan,K Rabada,12,1,1.7,0,1,151
12,2008-04-13,Eden Gardens,Mumbai Indians,Gujarat Titans,SV Samson,Z Khan,12,0,1.9,1,0,151
12,2008-04-08,Eden Gardens,Mumbai Indians,Gujarat Titans,JP Duminy,DJ Bravo,18,0,2.3,1,0,151
12,2008-04-15,Eden Gardens,Mumbai Indians,Gujarat Titans,D Padikkal,Mohammed Shami,25,0,3.1,0,1,151
12,2008-05-05,Eden Gardens,Mumbai Indians,Gujarat Titans,AB de Villiers,SL Malinga,30,0,3.7,0,1,151
12,2008-04-09,Eden Gardens,Mumbai Indians,Gujarat Titans,V Kohli,Z Khan,31,1,4.7,1,0,151
12,2008-05-19,Eden Gardens,Mumbai Indians,Gujarat Titans,S Dhawan,Mohammed Shami,42,2,4.9,1,0,151
12,2008-05-02,Eden Gardens,Mumbai Indians,Gujarat Titans,RG Sharma,YS Chahal,43,3,5.2,0,1,151
12,2008-05-05,Eden Gardens,Mumbai Indians,Gujarat Titans,V Kohli,S Goswami,37,1,5.8,0,1,151
12,2008-05-21,Eden Gardens,Mumbai Indians,Gujarat Titans,FA du Plessis,MM Patel,41,1,6.3,0,1,151
12,2008-05-12,Eden Gardens,Mumbai Indians,Gujarat Titans,KA Pollard,YS Chahal,50,2,6.3,1,0,151
12,2008-05-01,Eden Gardens,Mumbai Indians,Gujarat Titans,HH Pandya,IS Sodhi,60,4,7.3,1,0,151
12,2008-04-15,Eden Gardens,Mumbai Indians,Gujarat Titans,SR Watson,R Ashwin,56,1,7.4,0,1,151
12,2008-04-15,Eden Gardens,Mumbai Indians,Gujarat Titans,Faf du Plessis,Rashid Khan,53,0,7.9,1,0,151
12,2008-05-20,Eden Gardens,Mumbai Indians,Gujarat Titans,KL Rahul,Harbhajan Singh,65,1,10.0,1,0,151
12,2008-05-24,Eden Gardens,Mumbai Indians,Gujarat Titans,AT Rayudu,Mohammed Shami,78,1,10.2,1,0,151
12,2008-05-27,Eden Gardens,Mumbai Indians,Gujarat Titans,JC Buttler,K Rabada,91,1,10.6,1,0,151
12,2008-05-05,Eden Gardens,Mumbai Indians,Gujarat Titans,Devon Conway,T Boult,73,0,10.8,0,1,151
12,2008-04-17,Eden Gardens,Mumbai Indians,Gujarat Titans,KL Rahul,R Ashwin,103,2,12.4,1,0,151
12,2008-04-09,Eden Gardens,Mumbai Indians,Gujarat Titans,HH Pandya,P Kumar,83,2,12.6,1,0,151
12,2008-04-14,Eden Gardens,Mumbai Indians,Gujarat Titans,JP Duminy,Imran Tahir,100,4,13.0,1,0,151
12,2008-05-11,Eden Gardens,Mumbai Indians,Gujarat Titans,NJ Maddinson,JJ Bumrah,120,3,15.1,0,1,151
12,2008-04-17,Eden Gardens,Mumbai Indians,Gujarat Titans,SR Watson,JD Unadkat,131,5,19.1,1,0,151
12,2008-05-11,Eden Gardens,Mumbai Indians,Gujarat Titans,Q de Kock,Z Khan,150,4,19.5,1,0,151
13,2008-04-22,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,FA du Plessis,M Morkel,7,1,1.1,1,0,169
13,2008-05-09,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,D Padikkal,JD Unadkat,19,1,2.1,1,0,169
13,2008-05-08,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,BA Stokes,T Boult,43,0,5.6,0,1,169
13,2008-05-25,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,D Padikkal,DJ Bravo,56,0,5.9,0,1,169
13,2008-05-09,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,JP Duminy,SP Narine,58,0,6.7,1,0,169
13,2008-05-04,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,SK Raina,B Kumar,61,2,6.7,1,0,169
13,2008-05-13,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,MS Dhoni,SP Narine,56,0,6.9,0,1,169
13,2008-05-02,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,WP Saha,Imran Tahir,75,0,7.9,0,1,169
13,2008-04-28,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,RG Sharma,Mohammed Shami,69,3,9.4,1,0,169
13,2008-04-07,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,NJ Maddinson,S Goswami,88,1,9.4,0,1,169
13,2008-04-25,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,KA Pollard,Imran Tahir,81,2,9.7,0,1,169
13,2008-05-18,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,P Kumar,75,3,10.1,1,0,169
13,2008-04-14,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,FA du Plessis,SP Narine,80,5,10.3,1,0,169
13,2008-05-18,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,BA Stokes,A Zampa,97,3,10.3,1,0,169
13,2008-04-12,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,M Vohra,SP Narine,86,1,10.9,0,1,169
13,2008-04-02,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,A Nehra,105,1,11.7,0,1,169
13,2008-04-28,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,JC Buttler,S Goswami,97,6,12.2,1,0,169
13,2008-04-05,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,FA du Plessis,JD Unadkat,109,1,12.4,0,1,169
13,2008-05-17,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,SV Samson,Imran Tahir,120,4,12.5,1,0,169
13,2008-05-07,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,SS Iyer,JJ Bumrah,106,4,13.2,1,0,169
13,2008-04-04,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,S Dhawan,P Kumar,134,4,14.8,1,0,169
13,2008-05-06,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,SR Watson,R Ashwin,136,2,15.3,1,0,169
13,2008-05-22,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,MS Dhoni,Mohammed Shami,143,4,16.3,0,1,169
13,2008-05-17,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,DA Warner,YS Chahal,152,2,18.0,1,0,169
13,2008-05-26,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,S Dhawan,IS Sodhi,138,5,18.5,1,0,169
13,2008-05-09,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,KA Pollard,UT Yadav,168,5,19.9,0,1,169
14,2008-04-11,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,AB de Villiers,T Boult,15,1,2.1,0,1,159
14,2008-04-14,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,JM Bairstow,IS Sodhi,33,1,3.9,0,1,159
14,2008-04-24,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,DA Warner,KC Sangakkara,33,0,4.9,1,0,159
14,2008-05-06,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,WP Saha,JD Unadkat,34,2,4.9,1,0,159
14,2008-04-08,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,D Padikkal,JJ Bumrah,49,2,5.5,1,0,159
14,2008-04-18,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,V Kohli,A Zampa,47,0,6.5,1,0,159
14,2008-04-28,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,KL Rahul,PP Chawla,61,0,7.0,1,0,159
14,2008-04-06,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,BA Stokes,Rashid Khan,91,3,10.0,0,1,159
14,2008-05-08,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,RG Sharma,B Kumar,91,6,11.1,0,1,159
14,2008-05-24,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,S Dhawan,DJ Bravo,97,1,11.4,0,1,159
14,2008-05-08,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,S Dhawan,JD Unadkat,97,5,11.4,1,0,159
14,2008-05-13,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,DA Warner,IS Sodhi,102,1,11.7,0,1,159
14,2008-05-20,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,BA Stokes,DJ Bravo,79,4,11.8,0,1,159
14,2008-05-01,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,PP Shaw,JD Unadkat,101,5,11.8,0,1,159
14,2008-04-26,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,RR Pant,A Nehra,88,2,12.1,0,1,159
14,2008-05-19,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,AB de Villiers,Harbhajan Singh,112,2,12.5,1,0,159
14,2008-05-08,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,SR Watson,T Boult,97,2,12.5,0,1,159
14,2008-05-07,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,CH Gayle,PP Chawla,98,4,12.8,1,0,159
14,2008-04-24,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,MS Dhoni,Harbhajan Singh,90,2,13.2,0,1,159
14,2008-05-03,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,AB de Villiers,B Kumar,115,0,13.2,0,1,159
14,2008-04-21,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,PP Shaw,S Goswami,106,1,13.4,0,1,159
14,2008-04-10,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,BA Stokes,P Kumar,116,0,13.6,1,0,159
14,2008-05-15,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,PP Shaw,JJ Bumrah,99,1,13.8,1,0,159
14,2008-05-05,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,JP Duminy,S Goswami,99,3,13.8,1,0,159
14,2008-04-16,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,Devon Conway,T Boult,122,2,14.5,1,0,159
14,2008-05-09,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,RR Pant,UT Yadav,126,3,14.8,1,0,159
14,2008-04-25,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,DA Warner,YS Chahal,116,5,15.8,0,1,159
14,2008-04-26,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,SR Watson,YS Chahal,120,3,16.8,0,1,159
14,2008-04-17,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,KL Rahul,KC Sangakkara,145,4,17.1,1,0,159
14,2008-04-20,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,AB de Villiers,Rashid Khan,149,5,17.7,0,1,159
14,2008-04-17,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,WP Saha,Imran Tahir,127,4,18.0,1,0,159
14,2008-05-27,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,HH Pandya,JJ Bumrah,145,3,18.1,0,1,159
14,2008-05-16,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,SS Iyer,MM Patel,158,6,18.8,0,1,159
14,2008-04-12,Punjab Cricket Association Stadium,Kolkata Knight Riders,Gujarat Titans,AM Rahane,JD Unadkat,158,3,19.8,0,1,159
15,2008-05-11,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,NJ Maddinson,UT Yadav,9,0,1.2,1,0,142
15,2008-04-22,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Q de Kock,YS Chahal,17,0,2.4,1,0,142
15,2008-04-02,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,MS Dhoni,T Boult,18,0,2.4,1,0,142
15,2008-05-16,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Devon Conway,UT Yadav,22,0,3.0,0,1,142
15,2008-04-19,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Devon Conway,B Kumar,23,0,3.2,0,1,142
15,2008-04-24,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Q de Kock,P Kumar,28,0,4.6,0,1,142
15,2008-04-09,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,AT Rayudu,Mohammed Shami,35,2,4.9,1,0,142
15,2008-04-10,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,RR Pant,YS Chahal,34,2,4.9,1,0,142
15,2008-05-15,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Devon Conway,JD Unadkat,43,1,7.2,0,1,142
15,2008-04-10,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,NJ Maddinson,A Zampa,48,2,7.3,0,1,142
15,2008-04-01,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,KA Pollard,S Goswami,62,1,8.2,0,1,142
15,2008-04-26,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,A Nehra,62,1,9.6,0,1,142
15,2008-05-27,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,M Vohra,YS Chahal,79,2,10.8,0,1,142
15,2008-05-10,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Devon Conway,K Rabada,72,3,10.9,1,0,142
15,2008-04-18,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Faf du Plessis,SL Malinga,79,2,11.4,1,0,142
15,2008-05-28,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Faf du Plessis,YS Chahal,89,2,11.6,1,0,142
15,2008-04-11,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,JP Duminy,R Ashwin,76,4,12.1,1,0,142
15,2008-04-06,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,SS Iyer,YS Chahal,87,2,12.4,1,0,142
15,2008-04-13,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,RR Pant,JD Unadkat,79,1,12.5,1,0,142
15,2008-04-21,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,AM Rahane,MM Patel,108,2,13.9,1,0,142
15,2008-05-17,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,FA du Plessis,Harbhajan Singh,113,3,14.9,1,0,142
15,2008-05-09,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,SV Samson,Mohammed Shami,112,3,15.8,0,1,142
15,2008-05-15,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,DA Warner,S Goswami,125,6,15.9,0,1,142
15,2008-05-11,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,JM Bairstow,SL Malinga,112,5,15.9,1,0,142
15,2008-04-15,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,RR Pant,A Nehra,139,4,18.4,1,0,142
15,2008-04-03,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Q de Kock,SL Malinga,129,4,18.9,1,0,142
15,2008-04-29,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,HH Pandya,T Boult,141,5,19.6,0,1,142
15,2008-04-07,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,AT Rayudu,JJ Bumrah,132,3,19.6,0,1,142
15,2008-04-03,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,AT Rayudu,A Nehra,136,0,19.7,0,1,142
15,2008-04-25,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Faf du Plessis,PP Chawla,141,3,19.8,1,0,142
16,2008-05-25,Eden Gardens,Rajasthan Royals,Delhi Capitals,Faf du Plessis,B Kumar,11,0,1.2,0,1,183
16,2008-05-07,Eden Gardens,Rajasthan Royals,Delhi Capitals,JC Buttler,Harbhajan Singh,21,0,2.3,1,0,183
16,2008-04-28,Eden Gardens,Rajasthan Royals,Delhi Capitals,SV Samson,Z Khan,21,1,2.3,0,1,183
16,2008-05-10,Eden Gardens,Rajasthan Royals,Delhi Capitals,FA du Plessis,JJ Bumrah,19,2,2.3,0,1,183
16,2008-05-08,Eden Gardens,Rajasthan Royals,Delhi Capitals,RR Pant,Mohammed Shami,22,1,2.4,0,1,183
16,2008-05-10,Eden Gardens,Rajasthan Royals,Delhi Capitals,JP Duminy,B Kumar,22,0,2.4,1,0,183
16,2008-04-26,Eden Gardens,Rajasthan Royals,Delhi Capitals,AT Rayudu,B Kumar,44,0,4.9,1,0,183
16,2008-04-29,Eden Gardens,Rajasthan Royals,Delhi Capitals,BA Stokes,T Boult,46,2,5.1,0,1,183
16,2008-04-27,Eden Gardens,Rajasthan Royals,Delhi Capitals,Faf du Plessis,JD Unadkat,44,0,5.2,1,0,183
16,2008-04-06,Eden Gardens,Rajasthan Royals,Delhi Capitals,Q de Kock,T Boult,66,1,7.1,1,0,183
16,2008-05-06,Eden Gardens,Rajasthan Royals,Delhi Capitals,CH Gayle,SL Malinga,76,2,7.7,0,1,183
16,2008-04-07,Eden Gardens,Rajasthan Royals,Delhi Capitals,SS Iyer,MM Patel,71,5,8.0,1,0,183
16,2008-05-12,Eden Gardens,Rajasthan Royals,Delhi Capitals,JM Bairstow,YS Chahal,84,2,8.1,1,0,183
16,2008-04-03,Eden Gardens,Rajasthan Royals,Delhi Capitals,Q de Kock,M Morkel,70,4,8.1,0,1,183
16,2008-05-06,Eden Gardens,Rajasthan Royals,Delhi Capitals,Faf du Plessis,M Morkel,65,2,8.4,0,1,183
16,2008-04-29,Eden Gardens,Rajasthan Royals,Delhi Capitals,S Dhawan,JJ Bumrah,65,3,8.4,0,1,183
16,2008-04-24,Eden Gardens,Rajasthan Royals,Delhi Capitals,S Dhawan,IS Sodhi,86,4,9.2,1,0,183
16,2008-05-17,Eden Gardens,Rajasthan Royals,Delhi Capitals,KA Pollard,Z Khan,86,3,9.8,1,0,183
16,2008-04-21,Eden Gardens,Rajasthan Royals,Delhi Capitals,JM Bairstow,Rashid Khan,89,4,9.9,1,0,183
